customerID,interactiontimestamp,interactionchannel,interaction type,interactionoutcome,interactionduration,customersentiment,agent
0654-HMSHN,8/19/2021,instagram,complaint,escalated,0:02,negative,John
6719-OXYBR,3/26/2021,in-person,subscription,closed,0:38,neutral,Raul
3312-ZWLGF,4/5/2021,phone,inquiry,converted,0:15,positive,Liz
6476-YHMGA,2/3/2022,email,complaint,escalated,0:02,negative,Sam
5287-QWLKY,1/2/2021,chat,complaint,closed,0:06,negative,Skylar
0795-XCCTE,1/13/2022,twitter,complaint,closed,0:02,negative,Peyton
0168-XZKBB,11/14/2022,instagram,complaint,pending,0:02,neutral,Skylar
3785-NRHYR,12/23/2022,in-person,purchase,closed,0:22,positive,Liz
5196-SGOAK,2/12/2022,phone,support,closed,0:02,neutral,Jackie
4537-DKTAL,8/19/2021,email,feedback,closed,0:02,negative,Angel
7072-MBHEV,3/26/2021,chat,complaint,escalated,0:02,negative,Al
5602-BVFMK,4/5/2021,twitter,complaint,resolved,0:02,positive,Al
6297-NOOPG,2/3/2022,instagram,complaint,escalated,0:02,negative,Ingrid
1891-UAWWU,11/14/2022,in-person,subscription,closed,0:38,neutral,Gigi
8204-TIFGJ,12/23/2022,phone,inquiry,converted,0:15,positive,Linda
8050-DVOJX,2/13/2022,email,complaint,escalated,0:02,negative,Maureen
6108-OQZDQ,8/19/2021,chat,complaint,closed,0:06,negative,Maureen
0363-QJVFX,3/26/2021,twitter,complaint,closed,0:02,negative,Sasha
8903-XEBGX,4/5/2021,instagram,complaint,pending,0:02,neutral,Kristen
8169-SAEJD,2/3/2022,in-person,purchase,closed,0:22,positive,Kayleigh
9840-DVNDC,1/2/2021,phone,support,closed,0:02,neutral,Javi
1089-XZWHH,1/13/2022,email,feedback,closed,0:02,negative,Fran
2325-WINES,7/15/2022,chat,complaint,escalated,0:02,negative,Liz
6064-ZATLR,9/8/2022,twitter,complaint,resolved,0:02,positive,Liz
3096-JRDSO,10/10/2021,instagram,complaint,escalated,0:02,negative,Anton
7824-PANSQ,3/25/2021,in-person,subscription,closed,0:38,neutral,Greg
8042-JVNFH,5/8/2022,phone,inquiry,converted,0:15,positive,Isla
9648-BCHKM,7/15/2022,email,complaint,escalated,0:02,negative,Emily
2888-ADFAO,9/8/2022,chat,complaint,closed,0:06,negative,Violet
8707-HOEDG,10/10/2021,twitter,complaint,closed,0:02,negative,Norma
3374-LXDEV,11/14/2022,instagram,complaint,pending,0:02,neutral,John
4072-IPYLT,12/23/2022,in-person,purchase,closed,0:22,positive,Raul
7167-PCEYD,2/13/2022,phone,support,closed,0:02,neutral,Liz
4936-YPJNK,8/19/2021,email,feedback,closed,0:02,negative,Sam
1580-BMCMR,3/26/2021,chat,complaint,escalated,0:02,negative,Skylar
4817-KEQSP,4/5/2021,twitter,complaint,resolved,0:02,positive,Peyton
6408-WHTEF,2/3/2022,instagram,complaint,escalated,0:02,negative,Skylar
9251-AWQGT,11/14/2022,in-person,subscription,closed,0:38,neutral,Javi
8749-CLJXC,12/23/2022,phone,inquiry,converted,0:15,positive,Fran
7989-VCQOH,2/13/2022,email,complaint,escalated,0:02,negative,Liz
5049-GLYVG,8/19/2021,chat,complaint,closed,0:06,negative,Liz
4199-QHJNM,3/26/2021,twitter,complaint,closed,0:02,negative,Anton
8882-TLVRW,4/5/2021,instagram,complaint,pending,0:02,neutral,Greg
5883-GTGVD,2/3/2022,in-person,purchase,closed,0:22,positive,Isla
5135-GRQJV,1/2/2021,phone,support,closed,0:02,neutral,Emily
2384-OVPSA,1/13/2022,email,feedback,closed,0:02,negative,Violet
1371-WEPDS,3/26/2021,chat,complaint,escalated,0:02,negative,Norma
3580-GICBM,4/5/2021,twitter,complaint,resolved,0:02,positive,John
4817-QRJSX,2/3/2022,instagram,complaint,escalated,0:02,negative,Raul
9730-DRTMJ,11/14/2022,in-person,subscription,closed,0:38,neutral,Liz
4686-UXDML,12/23/2022,phone,inquiry,converted,0:15,positive,Sam
3349-ANQNH,2/13/2022,email,complaint,escalated,0:02,negative,Skylar
2398-YPMUR,8/19/2021,chat,complaint,closed,0:06,negative,Peyton
0932-YIXYU,3/26/2021,twitter,complaint,closed,0:02,negative,Skylar
7480-SPLEF,4/5/2021,instagram,complaint,pending,0:02,neutral,Anton
7636-XUHWW,2/3/2022,in-person,purchase,closed,0:22,positive,Greg
1431-CYWMH,1/2/2021,phone,support,closed,0:02,neutral,Isla
5937-EORGB,1/13/2022,email,feedback,closed,0:02,negative,Emily
6349-JDHQP,11/14/2022,chat,complaint,escalated,0:02,negative,Violet
5539-HIVAK,12/23/2022,twitter,complaint,resolved,0:02,positive,Norma
5847-MXBEO,2/13/2022,instagram,complaint,escalated,0:02,negative,John
9985-MWVIX,8/19/2021,in-person,subscription,closed,0:38,neutral,Raul
4583-PARNH,3/26/2021,phone,inquiry,converted,0:15,positive,Liz
1116-FRYVH,4/5/2021,email,complaint,escalated,0:02,negative,Sam
1421-HCERK,2/3/2022,chat,complaint,closed,0:06,negative,Skylar
9633-XQABV,11/14/2022,twitter,complaint,closed,0:02,negative,Peyton
0716-BQNDX,12/23/2022,instagram,complaint,pending,0:02,neutral,Skylar
1265-XTECC,2/13/2022,in-person,purchase,closed,0:22,positive,Javi
1183-CANVH,8/19/2021,phone,support,closed,0:02,neutral,Fran
1972-XMUWV,3/26/2021,email,feedback,closed,0:02,negative,Liz
8679-LZBMD,4/5/2021,chat,complaint,escalated,0:02,negative,Liz
3407-JMJQQ,2/3/2022,twitter,complaint,resolved,0:02,positive,Anton
6252-DFGTK,1/2/2021,instagram,complaint,escalated,0:02,negative,Greg
1539-LNKHM,1/13/2022,in-person,subscription,closed,0:38,neutral,Isla
8645-KOMJQ,11/14/2022,phone,inquiry,converted,0:15,positive,Emily
0289-IVARM,12/23/2022,email,complaint,escalated,0:02,negative,Violet
9761-XUJWD,2/13/2022,chat,complaint,closed,0:06,negative,Norma
4057-FKCZK,8/19/2021,twitter,complaint,closed,0:02,negative,John
4291-TPNFG,3/26/2021,instagram,complaint,pending,0:02,neutral,Raul
6087-YPWHO,4/5/2021,in-person,purchase,closed,0:22,positive,Liz
3090-QFUVD,2/3/2022,phone,support,closed,0:02,neutral,Sam
2237-ZFSMY,11/14/2022,email,feedback,closed,0:02,negative,Skylar
1722-LDZJS,12/23/2022,chat,complaint,escalated,0:02,negative,Peyton
1818-ESQMW,2/13/2022,twitter,complaint,resolved,0:02,positive,Skylar
4871-JTKJF,8/19/2021,instagram,complaint,escalated,0:02,negative,Javi
1415-YFWLT,3/26/2021,in-person,subscription,closed,0:38,neutral,Fran
7401-RUBNK,4/5/2021,phone,inquiry,converted,0:15,positive,Liz
0506-YLVKJ,2/3/2022,email,complaint,escalated,0:02,negative,Liz
8661-BOYNW,1/2/2021,chat,complaint,closed,0:06,negative,Anton
6711-VTNRE,1/13/2022,twitter,complaint,closed,0:02,negative,Greg
4815-GBTCD,11/14/2022,instagram,complaint,pending,0:02,neutral,Isla
2805-AUFQN,12/23/2022,in-person,purchase,closed,0:22,positive,Emily
0980-PVMRC,2/12/2022,phone,support,closed,0:02,neutral,Violet
7233-DRTRF,8/19/2021,email,feedback,closed,0:02,negative,Norma
3500-RMZLT,3/26/2021,chat,complaint,escalated,0:02,negative,John
3873-NFTGI,4/5/2021,twitter,complaint,resolved,0:02,positive,Raul
1162-ECVII,2/3/2022,instagram,complaint,escalated,0:02,negative,Liz
7048-GXDAY,11/14/2022,in-person,subscription,closed,0:38,neutral,Sam
8571-ZCMCX,12/23/2022,phone,inquiry,converted,0:15,positive,Skylar
1169-WCVAK,2/13/2022,email,complaint,escalated,0:02,negative,Peyton
4548-SDBKE,8/19/2021,chat,complaint,closed,0:06,negative,Skylar
8066-POXGX,3/26/2021,twitter,complaint,closed,0:02,negative,Liz
7129-CAKJW,4/5/2021,instagram,complaint,pending,0:02,neutral,Jackie
8695-ARGXZ,2/3/2022,in-person,purchase,closed,0:22,positive,Angel
3570-YUEKJ,1/2/2021,phone,support,closed,0:02,neutral,Al
4143-OOBWZ,1/13/2022,email,feedback,closed,0:02,negative,Al
1555-HAPSU,7/15/2022,chat,complaint,escalated,0:02,negative,Ingrid
1697-NVVGY,9/8/2022,twitter,complaint,resolved,0:02,positive,Gigi
7854-EKTJL,10/10/2021,instagram,complaint,escalated,0:02,negative,Linda
8464-EETCQ,3/25/2021,in-person,subscription,closed,0:38,neutral,Maureen
2419-FSORS,5/8/2022,phone,inquiry,converted,0:15,positive,Maureen
8132-YPVBX,7/15/2022,email,complaint,escalated,0:02,negative,Sasha
9102-IAYHT,9/8/2022,chat,complaint,closed,0:06,negative,Kristen
6754-LZUKA,10/10/2021,twitter,complaint,closed,0:02,negative,Kayleigh
3422-LYEPQ,11/14/2022,instagram,complaint,pending,0:02,neutral,Javi
8099-MZPUJ,12/23/2022,in-person,purchase,closed,0:22,positive,Fran
0787-LHDYT,2/13/2022,phone,support,closed,0:02,neutral,Liz
2642-DTVCO,8/19/2021,email,feedback,closed,0:02,negative,Liz
0374-IOEGQ,3/26/2021,chat,complaint,escalated,0:02,negative,Anton
4361-JEIVL,4/5/2021,twitter,complaint,resolved,0:02,positive,Greg
3197-NNYNB,2/3/2022,instagram,complaint,escalated,0:02,negative,Isla
3396-DKDEL,11/14/2022,in-person,subscription,closed,0:38,neutral,Emily
1752-OZXFY,12/23/2022,phone,inquiry,converted,0:15,positive,Violet
9066-QRSDU,2/13/2022,email,complaint,escalated,0:02,negative,Norma
9112-WSNPU,8/19/2021,chat,complaint,closed,0:06,negative,John
9867-NNXLC,3/26/2021,twitter,complaint,closed,0:02,negative,Raul
5321-NTRKC,4/5/2021,instagram,complaint,pending,0:02,neutral,Liz
1363-TXLSL,2/3/2022,in-person,purchase,closed,0:22,positive,Sam
9507-EXLTT,1/2/2021,phone,support,closed,0:02,neutral,Skylar
3161-GETRM,1/13/2022,email,feedback,closed,0:02,negative,Peyton
0402-OAMEN,3/26/2021,chat,complaint,escalated,0:02,negative,Skylar
6933-VLYFX,4/5/2021,twitter,complaint,resolved,0:02,positive,Javi
6754-WKSHP,2/3/2022,instagram,complaint,escalated,0:02,negative,Fran
9846-GKXAS,11/14/2022,in-person,subscription,closed,0:38,neutral,Liz
6017-PPLPX,12/23/2022,phone,inquiry,converted,0:15,positive,Liz
4976-LNFVV,2/13/2022,email,complaint,escalated,0:02,negative,Anton
5055-MGMGF,8/19/2021,chat,complaint,closed,0:06,negative,Greg
4641-FROLU,3/26/2021,twitter,complaint,closed,0:02,negative,Isla
2862-JVEOY,4/5/2021,instagram,complaint,pending,0:02,neutral,Emily
2969-QWUBZ,2/3/2022,in-person,purchase,closed,0:22,positive,Violet
9822-BIIGN,1/2/2021,phone,support,closed,0:02,neutral,Norma
2077-MPJQO,1/13/2022,email,feedback,closed,0:02,negative,John
1534-OULXE,11/14/2022,chat,complaint,escalated,0:02,negative,Raul
7136-RVDTZ,12/23/2022,twitter,complaint,resolved,0:02,positive,Liz
2971-SGAFL,2/13/2022,instagram,complaint,escalated,0:02,negative,Sam
1480-IVEVR,8/19/2021,in-person,subscription,closed,0:38,neutral,Skylar
2905-KFQUV,3/26/2021,phone,inquiry,converted,0:15,positive,Peyton
4581-SSPWD,4/5/2021,email,complaint,escalated,0:02,negative,Skylar
3370-HXOPH,2/3/2022,chat,complaint,closed,0:06,negative,Anton
9391-YZEJW,11/14/2022,twitter,complaint,closed,0:02,negative,Greg
9958-MEKUC,12/23/2022,instagram,complaint,pending,0:02,neutral,Isla
0281-CNTZX,2/13/2022,in-person,purchase,closed,0:22,positive,Emily
6927-WTFIV,8/19/2021,phone,support,closed,0:02,neutral,Violet
4118-CEVPF,3/26/2021,email,feedback,closed,0:02,negative,Norma
3398-ZOUAA,4/5/2021,chat,complaint,escalated,0:02,negative,John
9114-VEPUF,2/3/2022,twitter,complaint,resolved,0:02,positive,Raul
7876-BEUTG,1/2/2021,instagram,complaint,escalated,0:02,negative,Liz
2338-BQEZT,1/13/2022,in-person,subscription,closed,0:38,neutral,Sam
9873-MNDKV,11/14/2022,phone,inquiry,converted,0:15,positive,Skylar
0378-NHQXU,12/23/2022,email,complaint,escalated,0:02,negative,Peyton
8241-JUIQO,2/13/2022,chat,complaint,closed,0:06,negative,Skylar
2194-IIQOF,8/19/2021,twitter,complaint,closed,0:02,negative,Javi
4512-ZUIYL,3/26/2021,instagram,complaint,pending,0:02,neutral,Fran
9631-RXVJM,4/5/2021,in-person,purchase,closed,0:22,positive,Liz
9584-EXCDZ,2/3/2022,phone,support,closed,0:02,neutral,Liz
7969-AULMZ,11/14/2022,email,feedback,closed,0:02,negative,Anton
5093-FEGLU,12/23/2022,chat,complaint,escalated,0:02,negative,Greg
2621-UDNLU,2/13/2022,twitter,complaint,resolved,0:02,positive,Isla
7526-IVLYU,8/19/2021,instagram,complaint,escalated,0:02,negative,Emily
2428-HYUNX,3/26/2021,in-person,subscription,closed,0:38,neutral,Violet
9214-EKVXR,4/5/2021,phone,inquiry,converted,0:15,positive,Norma
3410-MHHUM,2/3/2022,email,complaint,escalated,0:02,negative,John
0568-ONFPC,1/2/2021,chat,complaint,closed,0:06,negative,Raul
0733-VUNUW,1/13/2022,twitter,complaint,closed,0:02,negative,Liz
4550-EVXNY,11/14/2022,instagram,complaint,pending,0:02,neutral,Sam
2122-YWVYA,12/23/2022,in-person,purchase,closed,0:22,positive,Skylar
2968-SSGAA,2/12/2022,phone,support,closed,0:02,neutral,Peyton
2296-DKZFP,8/19/2021,email,feedback,closed,0:02,negative,Skylar
4844-JJWUY,3/26/2021,chat,complaint,escalated,0:02,negative,Javi
6777-TGHTM,4/5/2021,twitter,complaint,resolved,0:02,positive,Fran
8909-BOLNL,2/3/2022,instagram,complaint,escalated,0:02,negative,Liz
6603-YRDCJ,11/14/2022,in-person,subscription,closed,0:38,neutral,Liz
3538-WZPHD,12/23/2022,phone,inquiry,converted,0:15,positive,Anton
3229-USWAR,2/13/2022,email,complaint,escalated,0:02,negative,Greg
2138-VFAPZ,8/19/2021,chat,complaint,closed,0:06,negative,Isla
6131-JLWZM,3/26/2021,twitter,complaint,closed,0:02,negative,Emily
4785-QRJHC,4/5/2021,instagram,complaint,pending,0:02,neutral,Violet
0269-XFESX,2/3/2022,in-person,purchase,closed,0:22,positive,Norma
1709-EJDOX,1/2/2021,phone,support,closed,0:02,neutral,John
4316-XCSLJ,1/13/2022,email,feedback,closed,0:02,negative,Raul
8610-WFCJF,7/15/2022,chat,complaint,escalated,0:02,negative,Liz
9693-XMUOB,9/8/2022,twitter,complaint,resolved,0:02,positive,Sam
0383-CLDDA,10/10/2021,instagram,complaint,escalated,0:02,negative,Skylar
4905-JEFDW,3/25/2021,in-person,subscription,closed,0:38,neutral,Peyton
2709-UQGNP,5/8/2022,phone,inquiry,converted,0:15,positive,Skylar
3549-ZTMNH,7/15/2022,email,complaint,escalated,0:02,negative,Liz
7881-INRLC,9/8/2022,chat,complaint,closed,0:06,negative,Jackie
8033-ATFAS,10/10/2021,twitter,complaint,closed,0:02,negative,Angel
1635-NZATJ,11/14/2022,instagram,complaint,pending,0:02,neutral,Al
0562-HKHML,12/23/2022,in-person,purchase,closed,0:22,positive,Al
8277-RVRSV,2/13/2022,phone,support,closed,0:02,neutral,Ingrid
9943-VSZUV,8/19/2021,email,feedback,closed,0:02,negative,Gigi
0117-LFRMW,3/26/2021,chat,complaint,escalated,0:02,negative,Linda
6172-FECYY,4/5/2021,twitter,complaint,resolved,0:02,positive,Maureen
7054-ENNGU,2/3/2022,instagram,complaint,escalated,0:02,negative,Maureen
1455-HFBXA,11/14/2022,in-person,subscription,closed,0:38,neutral,Sasha
9402-CXWPL,12/23/2022,phone,inquiry,converted,0:15,positive,Kristen
1628-BIZYP,2/13/2022,email,complaint,escalated,0:02,negative,Kayleigh
1965-AKTSX,8/19/2021,chat,complaint,closed,0:06,negative,Javi
0082-LDZUE,3/26/2021,twitter,complaint,closed,0:02,negative,Fran
4786-UKSNZ,4/5/2021,instagram,complaint,pending,0:02,neutral,Liz
5343-SGUBI,2/3/2022,in-person,purchase,closed,0:22,positive,Liz
0856-NAOES,1/2/2021,phone,support,closed,0:02,neutral,Anton
1976-AZZPJ,1/13/2022,email,feedback,closed,0:02,negative,Greg
7248-VZQLC,3/26/2021,chat,complaint,escalated,0:02,negative,Isla
6156-UZDLF,4/5/2021,twitter,complaint,resolved,0:02,positive,Emily
3099-OONVS,2/3/2022,instagram,complaint,escalated,0:02,negative,Violet
9500-WBGRP,11/14/2022,in-person,subscription,closed,0:38,neutral,Norma
5183-KLYEM,12/23/2022,phone,inquiry,converted,0:15,positive,John
5144-PQCDZ,2/13/2022,email,complaint,escalated,0:02,negative,Raul
8514-VZHEB,8/19/2021,chat,complaint,closed,0:06,negative,Liz
6625-IUTTT,3/26/2021,twitter,complaint,closed,0:02,negative,Sam
9355-NPPFS,4/5/2021,instagram,complaint,pending,0:02,neutral,Skylar
0068-FIGTF,2/3/2022,in-person,purchase,closed,0:22,positive,Peyton
5965-GGPRW,1/2/2021,phone,support,closed,0:02,neutral,Skylar
8035-PWSEV,1/13/2022,email,feedback,closed,0:02,negative,Javi
2236-HILPA,11/14/2022,chat,complaint,escalated,0:02,negative,Fran
1840-BIUOG,12/23/2022,twitter,complaint,resolved,0:02,positive,Liz
1356-MKYSK,2/13/2022,instagram,complaint,escalated,0:02,negative,Liz
6080-LNESI,8/19/2021,in-person,subscription,closed,0:38,neutral,Anton
1830-IPXVJ,3/26/2021,phone,inquiry,converted,0:15,positive,Greg
5828-DWPIL,4/5/2021,email,complaint,escalated,0:02,negative,Isla
8398-TBIYD,2/3/2022,chat,complaint,closed,0:06,negative,Emily
0011-IGKFF,11/14/2022,twitter,complaint,closed,0:02,negative,Violet
4192-GORJT,12/23/2022,instagram,complaint,pending,0:02,neutral,Norma
6496-SLWHQ,2/13/2022,in-person,purchase,closed,0:22,positive,John
9912-GVSEQ,8/19/2021,phone,support,closed,0:02,neutral,Raul
2931-FSOHN,3/26/2021,email,feedback,closed,0:02,negative,Liz
9418-RUKPH,4/5/2021,chat,complaint,escalated,0:02,negative,Sam
5383-MMTWC,2/3/2022,twitter,complaint,resolved,0:02,positive,Skylar
9971-ZWPBF,1/2/2021,instagram,complaint,escalated,0:02,negative,Peyton
4712-AUQZO,1/13/2022,in-person,subscription,closed,0:38,neutral,Skylar
9711-FJTBX,11/14/2022,phone,inquiry,converted,0:15,positive,Anton
2908-ZTPNF,12/23/2022,email,complaint,escalated,0:02,negative,Greg
7240-ETPTR,2/13/2022,chat,complaint,closed,0:06,negative,Isla
2202-CUYXZ,8/19/2021,twitter,complaint,closed,0:02,negative,Emily
5995-OIGLP,3/26/2021,instagram,complaint,pending,0:02,neutral,Violet
8421-WZOOW,4/5/2021,in-person,purchase,closed,0:22,positive,Norma
6261-RCVNS,2/3/2022,phone,support,closed,0:02,neutral,John
7951-QKZPL,11/14/2022,email,feedback,closed,0:02,negative,Raul
1414-YADCW,12/23/2022,chat,complaint,escalated,0:02,negative,Liz
8756-RDDLT,2/13/2022,twitter,complaint,resolved,0:02,positive,Sam
2862-PFNIK,8/19/2021,instagram,complaint,escalated,0:02,negative,Skylar
5816-QVHRX,3/26/2021,in-person,subscription,closed,0:38,neutral,Peyton
4430-YHXGG,4/5/2021,phone,inquiry,converted,0:15,positive,Skylar
6888-SBYAI,2/3/2022,email,complaint,escalated,0:02,negative,Javi
7395-XWZOY,1/2/2021,chat,complaint,closed,0:06,negative,Fran
7169-YWAMK,1/13/2022,twitter,complaint,closed,0:02,negative,Liz
3640-PHQXK,11/14/2022,instagram,complaint,pending,0:02,neutral,Liz
6877-LGWXO,12/23/2022,in-person,purchase,closed,0:22,positive,Anton
6859-RKMZJ,2/12/2022,phone,support,closed,0:02,neutral,Greg
2729-VNVAP,8/19/2021,email,feedback,closed,0:02,negative,Isla
2957-JIRMN,3/26/2021,chat,complaint,escalated,0:02,negative,Emily
2049-BAFNW,4/5/2021,twitter,complaint,resolved,0:02,positive,Violet
3842-QTGDL,2/3/2022,instagram,complaint,escalated,0:02,negative,Norma
7163-OCEQI,11/14/2022,in-person,subscription,closed,0:38,neutral,John
9782-LGXMC,12/23/2022,phone,inquiry,converted,0:15,positive,Raul
5975-BAICR,2/13/2022,email,complaint,escalated,0:02,negative,Liz
8019-ENHXU,8/19/2021,chat,complaint,closed,0:06,negative,Sam
5167-GBFRE,3/26/2021,twitter,complaint,closed,0:02,negative,Skylar
9033-EOXWV,4/5/2021,instagram,complaint,pending,0:02,neutral,Peyton
4673-KKSLS,2/3/2022,in-person,purchase,closed,0:22,positive,Skylar
4853-OITSN,1/2/2021,phone,support,closed,0:02,neutral,Javi
9800-OUIGR,1/13/2022,email,feedback,closed,0:02,negative,Fran
1324-NLTJE,7/15/2022,chat,complaint,escalated,0:02,negative,Liz
2324-EFHVG,9/8/2022,twitter,complaint,resolved,0:02,positive,Liz
7094-MSZAO,10/10/2021,instagram,complaint,escalated,0:02,negative,Anton
1522-VVDMG,3/25/2021,in-person,subscription,closed,0:38,neutral,Greg
6907-CQGPN,5/8/2022,phone,inquiry,converted,0:15,positive,Isla
0780-XNZFN,7/15/2022,email,complaint,escalated,0:02,negative,Emily
0239-OXEXL,9/8/2022,chat,complaint,closed,0:06,negative,Violet
2675-IJRGJ,10/10/2021,twitter,complaint,closed,0:02,negative,Norma
7049-GKVZY,11/14/2022,instagram,complaint,pending,0:02,neutral,John
8577-QSOCG,12/23/2022,in-person,purchase,closed,0:22,positive,Raul
3721-CNZHX,2/13/2022,phone,support,closed,0:02,neutral,Liz
0212-ISBBF,8/19/2021,email,feedback,closed,0:02,negative,Sam
9185-TQCVP,3/26/2021,chat,complaint,escalated,0:02,negative,Skylar
3585-YNADK,4/5/2021,twitter,complaint,resolved,0:02,positive,Peyton
5271-DBYSJ,2/3/2022,instagram,complaint,escalated,0:02,negative,Skylar
1099-GODLO,11/14/2022,in-person,subscription,closed,0:38,neutral,Liz
6828-HMKWP,12/23/2022,phone,inquiry,converted,0:15,positive,Jackie
5567-WSELE,2/13/2022,email,complaint,escalated,0:02,negative,Angel
1472-TNCWL,8/19/2021,chat,complaint,closed,0:06,negative,Al
8063-RJYNF,3/26/2021,twitter,complaint,closed,0:02,negative,Al
0687-ZVTHB,4/5/2021,instagram,complaint,pending,0:02,neutral,Ingrid
2080-GKCWQ,2/3/2022,in-person,purchase,closed,0:22,positive,Gigi
9661-ACXBS,1/2/2021,phone,support,closed,0:02,neutral,Linda
2193-SFWQW,1/13/2022,email,feedback,closed,0:02,negative,Maureen
5656-JAMLX,3/26/2021,chat,complaint,escalated,0:02,negative,Maureen
3462-BJQQA,4/5/2021,twitter,complaint,resolved,0:02,positive,Sasha
0442-TDYUO,2/3/2022,instagram,complaint,escalated,0:02,negative,Kristen
6733-LRIZX,11/14/2022,in-person,subscription,closed,0:38,neutral,Kayleigh
9503-XJUME,12/23/2022,phone,inquiry,converted,0:15,positive,Javi
4367-NHWMM,2/13/2022,email,complaint,escalated,0:02,negative,Fran
3727-RJMEO,8/19/2021,chat,complaint,closed,0:06,negative,Liz
3779-OSWCF,3/26/2021,twitter,complaint,closed,0:02,negative,Liz
6736-DHUQI,4/5/2021,instagram,complaint,pending,0:02,neutral,Anton
3915-ODIYG,2/3/2022,in-person,purchase,closed,0:22,positive,Greg
1360-RCYRT,1/2/2021,phone,support,closed,0:02,neutral,Isla
2724-FJDYW,1/13/2022,email,feedback,closed,0:02,negative,Emily
4451-RWASJ,11/14/2022,chat,complaint,escalated,0:02,negative,Violet
6646-VRFOL,12/23/2022,twitter,complaint,resolved,0:02,positive,Norma
3460-TJBWI,2/13/2022,instagram,complaint,escalated,0:02,negative,John
5917-HBSDW,8/19/2021,in-person,subscription,closed,0:38,neutral,Raul
5685-IIXLY,3/26/2021,phone,inquiry,converted,0:15,positive,Liz
5671-UUNXD,4/5/2021,email,complaint,escalated,0:02,negative,Sam
0956-ACVZC,2/3/2022,chat,complaint,closed,0:06,negative,Skylar
2325-NBPZG,11/14/2022,twitter,complaint,closed,0:02,negative,Peyton
4250-ZBWLV,12/23/2022,instagram,complaint,pending,0:02,neutral,Skylar
4482-FTFFX,2/13/2022,in-person,purchase,closed,0:22,positive,Javi
8859-DZTGQ,8/19/2021,phone,support,closed,0:02,neutral,Fran
0440-MOGPM,3/26/2021,email,feedback,closed,0:02,negative,Liz
0020-JDNXP,4/5/2021,chat,complaint,escalated,0:02,negative,Liz
3752-CQSJI,2/3/2022,twitter,complaint,resolved,0:02,positive,Anton
5025-GOOKI,1/2/2021,instagram,complaint,escalated,0:02,negative,Greg
4698-KVLLG,1/13/2022,in-person,subscription,closed,0:38,neutral,Isla
5095-AESKG,11/14/2022,phone,inquiry,converted,0:15,positive,Emily
2887-JPYLU,12/23/2022,email,complaint,escalated,0:02,negative,Violet
4770-QAZXN,2/13/2022,chat,complaint,closed,0:06,negative,Norma
4896-CPRPF,8/19/2021,twitter,complaint,closed,0:02,negative,John
1871-MOWRM,3/26/2021,instagram,complaint,pending,0:02,neutral,Raul
9714-EDSUC,4/5/2021,in-person,purchase,closed,0:22,positive,Liz
2027-OAQQC,2/3/2022,phone,support,closed,0:02,neutral,Sam
0282-NVSJS,11/14/2022,email,feedback,closed,0:02,negative,Skylar
9090-SGQXL,12/23/2022,chat,complaint,escalated,0:02,negative,Peyton
6595-YGXIT,2/13/2022,twitter,complaint,resolved,0:02,positive,Skylar
7353-YOWFP,8/19/2021,instagram,complaint,escalated,0:02,negative,Anton
9835-ZIITK,3/26/2021,in-person,subscription,closed,0:38,neutral,Greg
8008-ESFLK,4/5/2021,phone,inquiry,converted,0:15,positive,Isla
7537-CBQUZ,2/3/2022,email,complaint,escalated,0:02,negative,Emily
1555-DJEQW,1/2/2021,chat,complaint,closed,0:06,negative,Violet
5649-TJHOV,1/13/2022,twitter,complaint,closed,0:02,negative,Norma
0519-XUZJU,11/14/2022,instagram,complaint,pending,0:02,neutral,John
3363-EWLGO,12/23/2022,in-person,purchase,closed,0:22,positive,Raul
4750-UKWJK,2/12/2022,phone,support,closed,0:02,neutral,Liz
6338-AVWCY,8/19/2021,email,feedback,closed,0:02,negative,Sam
1689-YQBYY,3/26/2021,chat,complaint,escalated,0:02,negative,Skylar
4487-ZYJZK,4/5/2021,twitter,complaint,resolved,0:02,positive,Peyton
2959-FENLU,2/3/2022,instagram,complaint,escalated,0:02,negative,Skylar
0708-LGSMF,11/14/2022,in-person,subscription,closed,0:38,neutral,Javi
9253-QXKBE,12/23/2022,phone,inquiry,converted,0:15,positive,Fran
7634-HLQJR,2/13/2022,email,complaint,escalated,0:02,negative,Liz
0487-RPVUM,8/19/2021,chat,complaint,closed,0:06,negative,Liz
4079-ULGFR,3/26/2021,twitter,complaint,closed,0:02,negative,Anton
2516-XSJKX,4/5/2021,instagram,complaint,pending,0:02,neutral,Greg
0057-QBUQH,2/3/2022,in-person,purchase,closed,0:22,positive,Isla
9445-SZLCH,1/2/2021,phone,support,closed,0:02,neutral,Emily
6599-SFQVE,1/13/2022,email,feedback,closed,0:02,negative,Violet
8331-ZXFOE,7/15/2022,chat,complaint,escalated,0:02,negative,Norma
4003-FUSHP,9/8/2022,twitter,complaint,resolved,0:02,positive,John
0356-ERHVT,10/10/2021,instagram,complaint,escalated,0:02,negative,Raul
7325-ENZFI,3/25/2021,in-person,subscription,closed,0:38,neutral,Liz
4884-ZTHVF,5/8/2022,phone,inquiry,converted,0:15,positive,Sam
3920-HIHMQ,7/15/2022,email,complaint,escalated,0:02,negative,Skylar
3055-OYMSE,9/8/2022,chat,complaint,closed,0:06,negative,Peyton
0613-WUXUM,10/10/2021,twitter,complaint,closed,0:02,negative,Skylar
7568-PODML,11/14/2022,instagram,complaint,pending,0:02,neutral,Javi
